TaShya Reilly,U72307111,A8592,DOMINGO,12:01,20:18
Jackson Morin,U18118311,A1954,MARTES,0:36,1:38
Erin Lewis,U29907937,A4901,JUEVES,1:58,8:01
Kevyn Burt,U77862233,A5760,VIERNES,10:47,13:15
Gillian Keller,U97348804,A5117,DOMINGO,9:53,14:18
Todd Espinoza,U52189677,A4983,DOMINGO,7:54,15:34
Reese Hopper,U49575232,A7955,MIERCOLES,4:57,19:13
James Ramirez,U22391662,A3096,DOMINGO,11:18,11:46
Sylvia Mercado,U64071150,A3111,LUNES,17:49,19:39
Marshall Berry,U49076800,A4660,VIERNES,0:51,9:43
Kelsey Reid,U12604243,A8344,VIERNES,3:04,14:32
Philip Jacobs,U61340026,A6266,JUEVES,0:20,6:53
Lael Hicks,U75661814,A6461,DOMINGO,5:00,8:21
William Leon,U74112687,A1290,DOMINGO,0:42,16:18
Rowan Mccall,U66610254,A9690,MARTES,1:38,21:55
Patrick Barber,U57346952,A6264,LUNES,2:25,19:14
Idona Macdonald,U48476390,A5772,LUNES,10:23,21:56
Hayfa Shannon,U97480998,A7934,MARTES,6:41,22:44
Jackson Walters,U44029994,A7627,SABADO,7:32,7:59
Amber King,U35992049,A2885,MIERCOLES,2:29,21:02
Griffith Valencia,U87070321,A2532,MIERCOLES,6:41,15:21
Moses Christensen,U62533374,A4850,DOMINGO,2:47,12:05
Georgia Burks,U11392249,A4940,MARTES,3:12,14:24
Hunter English,U11310071,A1524,JUEVES,0:01,0:39
Quinn Roberson,U23917630,A7407,DOMINGO,8:49,21:51
Ila Rivera,U43255377,A6027,SABADO,14:54,20:40
Andrew Cameron,U94130009,A6644,MIERCOLES,4:23,18:23
Zelenia Riggs,U32900283,A3242,LUNES,4:21,9:58
Medge King,U86332005,A2061,MIERCOLES,19:20,20:08
Lynn Peterson,U49330525,A9480,DOMINGO,11:49,17:21
Grace Mann,U84012341,A4216,JUEVES,13:59,17:57
Galena Barr,U55712942,A9699,SABADO,12:10,15:23
Kiona Riggs,U59795928,A8430,SABADO,0:43,20:47
Lynn Walters,U67413660,A3599,SABADO,8:02,13:46
Galena Britt,U56224132,A1013,VIERNES,2:58,3:28
Edward Skinner,U54932622,A8018,JUEVES,0:35,1:03
Alden Mcfarland,U38354489,A9934,JUEVES,18:40,21:35
Aladdin Wynn,U72104619,A3408,MARTES,7:01,8:44
Thomas Carney,U91441513,A3530,SABADO,4:07,5:48
Jordan Booker,U41757858,A5587,MIERCOLES,2:58,13:24
Davis Nixon,U73796935,A4405,MIERCOLES,13:09,16:50
Cassandra Mcmillan,U13940056,A9732,VIERNES,0:32,6:22
Genevieve Ware,U78410858,A5845,DOMINGO,10:29,21:24
Dylan Holt,U89089306,A1007,MIERCOLES,5:42,8:51
Althea Taylor,U59090705,A2212,LUNES,9:13,20:50
Rhonda Zamora,U39346767,A8448,VIERNES,18:07,19:20
Ignacia Wolf,U58634093,A9924,MIERCOLES,10:25,19:02
Quintessa Mckinney,U53048521,A1476,SABADO,4:17,8:01
Demetrius Berg,U82328123,A3356,DOMINGO,13:56,20:00
Cullen Davenport,U88959334,A9576,DOMINGO,10:10,17:28
Jana Phillips,U22247086,A1522,VIERNES,3:50,5:51
Kameko Lindsey,U41267566,A9061,MIERCOLES,3:33,19:16
Yuli Pitts,U43224661,A5406,MIERCOLES,6:21,10:28
Clare Donovan,U96187634,A9561,DOMINGO,22:24,22:28
Fredericka Jordan,U56077524,A1508,MARTES,12:42,21:18
Ciaran Head,U36824802,A3089,LUNES,2:49,3:56
Hector Barber,U94263168,A9675,SABADO,0:48,0:53
Constance Lowery,U11346438,A3705,SABADO,0:48,5:25
